name,version,licenseType,sourceLink,description,tags
Hibernate Core,3.6.9.Final,LGPL v2.1,http://central.maven.org/maven2/org/hibernate/hibernate-core/3.6.9.Final/,Hibernate is an object/relational mapping tool for Java environments. The term object/relational mapping (ORM) refers to the technique of mapping a data representation from an object model to a relational data model with a SQL-based schema,orm
Hibernate Core,4.3.10.Final,LGPL v2.1,https://bintray.com/bintray/jcenter/org.hibernate%3Ahibernate-core/4.3.10.Final/view#,object relational mapping,orm
Hibernate Entity Manager,3.6.10.Final,LGPL v2.1,http://repo1.maven.org/maven2/org/hibernate/hibernate-entitymanager/3.6.10.Final/,Hibernate EntityManager implements: ,orm
Hibernate-JPA-2.0-API,1.0.1 Final,EPL,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.hibernate.javax.persistence/hibernate-jpa-2.0-api/1.0.1.Final,Hibernate definition of the Java Persistence 2.0 (JSR 317) API. ,orm
hibernate-orm,5.2.16,LGPL v2.1,https://github.com/hibernate/hibernate-orm/tree/5.2.16,The following investigations were performed: 03/05/2018,orm
hibernate-spatial-maven,1.1.1,LGPL v2.1,https://repo.boundlessgeo.com/main/org/hibernatespatial/hibernate-spatial-maven/1.1.1/,The following investigations were performed: 15/05/2018,orm
Hibernate validator,4.3.1.Final,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.hibernate/hibernate-validator/4.3.1.Final,"Hibernate Validator allows to express and validate application constraints. The default metadata source are annotations  with the ability to override and extend through the use of XML. It is not tied to a specific application tier or programming model and is available for both server and client application programming. 		",orm
highlightjs,8.4.0,BSD,https://github.com/isagalaev/highlight.js/archive/8.4.zip,Syntax highlighting for the Web,js
Hiredis,0.12.1,BSD,https://github.com/redis/hiredis/tree/v0.12.1,Hiredis is a minimalistic C client library for the Redis database. ,redis
hive,1.2.1,Apache v2,http://www.us.apache.org/dist/hive/hive-1.2.1/,The Apache Hive  data warehouse software facilitates querying and managing large datasets residing in distributed storage. Hive provides a mechanism to project structure onto this data and query the data using a SQL-like language called HiveQL. At the same time this language also allows traditional map/reduce programmers to plug in their custom mappers and reducers when it is inconvenient or inefficient to express this logic in HiveQL. ,bigdata
hk2-api,2.3.0b10,CDDL v1,https://www.versioneye.com/java/org.glassfish.hk2:hk2-api/2.3.0-b10 ,Required for Presto ,presto
hk2-locator,2.3.0b10,CDDL v1,https://www.versioneye.com/java/org.glassfish.hk2:hk2-locator/2.3.0-b10 ,Required for Presto,presto
hk2-utils,2.3.0b10,CDDL v1,. https://www.versioneye.com/java/org.glassfish.hk2:hk2-utils/2.3.0-b10 ,Required for Presto,presto
holder,2,Apache v2,https://github.com/imsky/holder/releases/tag/v2.0,Holder renders image placeholders entirely in browser. Placeholders can have custom colors  fonts  resizing behavior  and rendering engine (Canvas/SVG).,"ui,image"
Hsts,1.0.0,MIT,https://www.npmjs.com/package/hsts,Found nothing indicating IP problems  copyright or patent claims  or threats of actual lawsuits,"web,security"
HTMLcleaner,2.6.1,BSD,http://htmlcleaner.sourceforge.net/download.php,HtmlCleaner is an open source HTML parser written in Java. HTML found on the Web is usually dirty  ill-formed and unsuitable for further processing. For any serious consumption of such documents  it is necessary to first clean up the mess and bring some order to the tags  attributes and ordinary text. For any given HTML document  HtmlCleaner reorders individual elements and produces well-formed XML.,html
htmlparser,1.4,MIT,http://search.maven.org/remotecontent?filepath=nu/validator/htmlparser/htmlparser/1.4/htmlparser-1.4.jar,Parse HTML in either a linear or nested fashion. Primarily used for transformation or extraction  it features filters  visitors  custom tags and easy to use JavaBeans ,html
HTML Purifier,1.1.4,LGPL v2.1,HTML Purifier (https://github.com/Mynigma/HTMLPurifier) for our project. ,Standards compliant HTML filter written in PHP http://htmlpurifier.org,html
htop,2.0.2,GPL v2,https://hisham.hm/htop/ package obtained from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/h/htop-2.0.2-1.el7.x86_64.rpm,htop is an interactive system-monitor process-viewer and process-manager. It is designed as an alternative to the Unix program top,"htop,monitoring"
Httpclient,4.5.1,Apache v2,http://archive.apache.org/dist/httpcomponents/httpclient/binary/httpcomponents-client-4.5.1-bin.tar.gz,HttpClient provides reusable components for client-side authentication  HTTP state management  and HTTP connection management. ,"http,client"
HTTPcore,4.5.1,Apache v2,http://archive.apache.org/dist/httpcomponents/httpclient/binary/httpcomponents-client-4.5.1-bin.tar.gz,HttpCore is a set of low level HTTP transport components that can be used to build custom client and server side HTTP services with a minimal footprint.,httpcore
Hystrix,1.4.15,Apache v2,https://github.com/Netflix/Hystrix/releases/tag/v1.4.15,a latency and fault tolerance library designed to isolate points of access to remote systems  services and 3rd party libraries  stop cascading failure and enable resilience in complex distributed systems where failure is inevitable ,fault-tolerance
ibm-cos-java-sdk,2.1.0,Apache v2,https://github.com/IBM/ibm-cos-sdk-java,This package allows Java developers to write software that interacts with IBM Cloud Object Storage. It is a fork of the AWS SDK for Java library.,"cos,storage"
IBM_db,0.0.14,MIT,https://www.npmjs.com/package/ibm_db ,IBM DB2 and IBM Informix bindings for node ,"database,node,client"
ibm-design-colors,1.8.1,Creative Commons Attribution 4.0 International,source download:https://github.com/IBM-Design/colors/ ,IBM Design Language's color library in .ase  .clr  .json  .scss  and .sketchpallete extensions.,"ui,css"
ibm-js decor,0.6.0,BSD,https://github.com/ibm-js/decor,Utility classes and functions used by ibm-js. Non-widget  non-UI related functionality ,"js,utility"
iftop,1.0pre4,GPL v2,http://www.ex-parrot.com/~pdw/iftop/ package obtained from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/i/iftop-1.0-0.7.pre4.el7.x86_64.rpm,LCT Verification Code: 111864.  GPLv2 not approved.,monitoring
imbalanced-learn,0.2.1,BSD,https://pypi.python.org/pypi/imbalanced-learn#downloads,In our product  SPSS Modeler  there is a SMOTE node which needs the over-sampling function. This package can provide this.,"python, scikit-learn "
importlib_metadata,0.9,Apache v2,https://importlib-metadata.readthedocs.io/en/latest/changelog%20(links).html#id1,importlib_metadata is a library to access the metadata for a Python package. It is intended to be ported to Python 3.8.,python 
Intl,1.1.0,MIT,https://www.npmjs.com/package/intl,Compatibility implementation of the ECMAScript Internationalization API (ECMA-402) for JavaScript .Polyfill the ECMA-402 Intl API (except collation),"js,i18n"
Intl MessageFormat,1.1.0,BSD,http://formatjs.io/github/ https://david-dm.org/yahoo/react-intl, FormatJS is a modular collection of JavaScript libraries for internationalization that are focused on formatting numbers  dates  and strings for displaying to people. It includes a set of core libraries that build on the JavaScript Intl built-ins and industry-wide i18n standards  plus a set of integrations for common template and component libraries.,"js,i18n"
Inventit MQTT over WebSocket library for Java/Android,1.0.0,MIT,https://github.com/inventit/mqtt-websocket-java  &  https://github.com/inventit/mqtt-websocket-jdk16-android,Inventit adds files which we can use to enable MQTT (paho) over WebSockets (jetty).,"java,android,message-queue,websocket,client"
Ionic Framework,1.1,MIT,https://github.com/driftyco/ionic/archive/1.1.zip,Ionic is the open source HTML5 Mobile Framework for building amazing  cross-platform hybrid native apps with HTML  JavaScript  and CSS.,"ui,framework"
ioredis,1.11.1,MIT,https://github.com/luin/ioredis/releases/tag/1.11.1,A robust  performance-focused and full-featured Redis client for Node and io.js.,"redis,node"
IOSLinkedInAPI,2.0.0,MIT,https://github.com/jeyben/IOSLinkedInAPI,A small non intrusive library that makes it easy to authenticate and authorize against LinkedIn using OAuth2. The API uses a UIWebView to authenticate against LinkedIn. ,"ios,security"
iPhone Dev Cookbook,3,BSD,Erica Sadun  http://ericasadun.com,The iPhone Developer's Cookbook is written for experienced developers who want to build apps for the iPhone and iPod touch. It helps to be already be familiar with Objective-C  the Cocoa frameworks  and the Xcode Tools. That said  if you're new to the platform  this new edition of The iPhone Developer's Cookbook includes a quick-and-dirty introduction to Objective-C along with an intro to the Xcode Tools to help you quickly get up to speed.,ios 
itextpdf,5.5.0,LGPL v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/com.itextpdf/itextpdf/5.5.0,An open source library that allows you to create and manipulate PDF documents.,pdf
Ivy,2.3.0,Apache v2,http://archive.apache.org/dist/ant/ivy/2.3.0/,Apache Ivyis a very powerful dependency manager oriented toward Java dependency management  although it can be used to manage dependencies of any kind. ,dependency
Jackrabbit Standalone,2.8.1,Apache v2,http://www.apache.org/dyn/closer.lua/jackrabbit/jackrabbit-standalone-2.8.1.jar,It runs an external repository which can be connected to and referenced by MDMCE as a Digital Asset Management repository.,asset-management
jackson-coreutils,1.8, Apache v2,Download: http://mvnrepository.com/artifact/com.github.fge/jackson-coreutils/1.8,JSON Handling,"json,java"
jackson-dataformat-cbor,2.6.2,Apache v2,https://github.com/FasterXML/jackson-dataformat-cbor/releases/tag/jackson-dataformat-cbor-2.6.2,jackson-dataformat-cbor using the following keywords  Infringement  License claim  Patent claim. Found no evidence of IP issues no interesting results,"json,java"
jackson-dataformat-smile,2.6.2,Apache v2,Download location - https://github.com/FasterXML/jackson-dataformat-smile/archive/jackson-dataformat-smile-2.6.2.tar.gz,jackson-dataformat-smile to using  the following keywords  Infringement  License claim  Patent claim. Found no evidence of IP issues (no interesting results),"json,java"
Jackson-Dataformat-YAML,2.6.2,Apache v2,Download location - https://github.com/FasterXML/jackson-dataformat-yaml/archive/jackson-dataformat-yaml-2.6.2.tar.gz, Jackson-Dataformat-YAML to using  the following keywords   Infringement  License claim  Patent claim. Found no evidence of IP issues (no interesting results),"json,java"
Jackson-datatype-hibernate3,2.2.3,Apache v2,http://www.java2s.com/Code/Jar/j/Downloadjacksondatatypehibernate3223sourcesjar.htm,Add-on module for Jackson JSON processor which handles Hibernate (http://www.hibernate.org/) datatypes; and specifically aspects of lazy-loading,"json,java"
